0,1,c17,70.54485905,47.8001138,28.32156594,23.12612345,1.846916271,6.141194108,38,0,2
1,1,p1,49.91721891,41.06579529,53.93359914,29.78533608,0.8589329109999999,1.318852457,25,0,1
2,1,p2,46.836609252855666,46.89107279642789,52.81450199,24.59274317,1.5096006530000001,1.808190025,29,4,1
3,1,p55,53.65078922244302,29.129992337492496,48.45396518,41.42914521,0.9667628090000001,1.53016056,21,0,1
4,3,p91,81.55940910409507,32.96842089302967,58.15428498,45.05673406,1.1551423,1.283595955,80,40,1
5,3,p92,82.32424489494525, 33.43000160102446,58.99007866,45.60189009,1.10549095,1.410473546,81,42,1
6,3,p93,81.6251035582577, 33.896201338658955,59.53258468,45.89971971,0.956132476,1.521042666,81,44,1
7,3,c2,23.86595821,12.70336462,123.2485223364504,79.58272215794852,5.683582432000001,5.683582432000001,79,30,2
8,3,c3,21.8496962,11.21976257,119.09810474288496, 77.12734829578359,5.645559373999999,5.645559373999999,84,35,2
9,3,c4,27.55295295,16.08318796,83.53979814,52.60040009,5.241637732,5.362913397,88,42,2
10,3,c22,83.86539162,55.36491628,27.77226799,22.94524975,1.6229329590000001,5.1143133910000005,86,43,2
11,13,c28,84.61249324,55.49553583,29.35609419,24.34839645,3.4544727689999997,6.301953369,376,321,2
12,13,c29,85.76976544,55.97603969,31.28906438,25.02844137,3.377757999,6.067321552,381,325,2
13,13,c31,90.16775348288711,58.60882033608788,27.84869604,23.06762033,2.619181059,8.117712978,406,329,2
14,13,p112,63.90362420000001,35.08670026,48.54241799605577,65.2548854266293,0.500612021,1.151342774,389,325,1
15,13,p113,62.99963753,34.47562516,54.51437099002072,63.22345702408009,0.8314447490000001,1.089940702,381,323,1
16,13,p114,90.09082044954172,45.47354851426396,56.51720264045827,50.81626949573604,1.92152874,1.92152874,381,324,1